timestamp,mq2,mq135
49.262,0.950,0.760
49.411,0.960,0.770
49.482,0.950,0.760
49.586,0.950,0.760
49.703,0.960,0.770
49.794,0.960,0.760
49.893,0.960,0.750
49.982,0.950,0.760
50.101,0.960,0.760
50.195,0.970,0.760
50.310,0.970,0.760
50.375,0.970,0.770
50.495,0.970,0.760
50.586,0.950,0.760
50.747,0.970,0.760
50.813,0.960,0.760
50.907,0.960,0.760
51.051,0.960,0.760
51.149,0.960,0.760
51.269,0.960,0.750
51.368,0.960,0.760
51.491,0.960,0.760
51.578,0.970,0.770
51.696,0.960,0.760
51.803,0.970,0.770
51.894,0.950,0.760
51.996,0.960,0.760
52.091,0.960,0.760
52.188,0.970,0.760
52.279,0.970,0.760
52.368,0.970,0.760
52.473,0.960,0.760
52.590,0.940,0.750
52.693,0.960,0.760
52.818,0.960,0.760
52.915,0.960,0.760
53.040,0.950,0.770
53.131,0.960,0.760
53.273,0.950,0.760
53.373,0.940,0.750
53.459,0.950,0.760
53.580,0.920,0.760
53.698,0.950,0.760
53.793,0.940,0.760
53.874,0.950,0.750
53.973,0.950,0.760
54.092,0.960,0.770
54.189,0.960,0.760
54.277,0.940,0.770
54.369,0.940,0.760
54.521,0.950,0.770
54.570,0.950,0.770
54.686,0.930,0.760
54.806,0.940,0.760
54.897,0.950,0.770
55.013,0.960,0.770
55.151,0.960,0.760
55.247,0.960,0.760
55.367,0.950,0.770
55.469,0.950,0.760
55.591,0.960,0.770
55.685,0.950,0.770
55.781,0.950,0.760
55.897,0.950,0.760
55.967,0.950,0.760
56.062,0.940,0.760
56.158,0.950,0.760
56.277,0.950,0.760
56.368,0.950,0.760
56.480,0.960,0.760
56.573,0.940,0.760
56.684,0.950,0.760
56.802,0.950,0.770
56.893,0.950,0.780
57.012,0.940,0.750
57.123,0.950,0.750
57.243,0.940,0.770
57.337,0.940,0.760
57.452,0.940,0.750
57.571,0.950,0.780
57.660,0.950,0.750
57.783,0.960,0.760
57.875,0.950,0.760
57.968,0.940,0.760
58.067,0.940,0.760
58.164,0.950,0.750
58.255,0.960,0.760
58.411,0.940,0.770
58.461,0.940,0.760
58.552,0.940,0.760
58.668,0.950,0.770
58.772,0.930,0.750
58.892,0.940,0.760
58.995,0.940,0.760
59.115,0.940,0.760
59.235,0.950,0.760
59.347,0.950,0.760
59.469,0.940,0.760
59.565,0.940,0.760
59.657,0.940,0.760
59.777,0.940,0.760
59.874,0.940,0.750
59.969,0.930,0.780
60.064,0.940,0.760
60.158,0.950,0.770
60.258,0.940,0.760
60.367,0.940,0.760
60.440,0.940,0.760
60.560,0.940,0.750
60.679,0.940,0.760
60.773,0.940,0.760
60.892,0.920,0.770
61.005,0.940,0.770
61.124,0.950,0.770
61.214,0.940,0.760
61.338,0.940,0.740
61.458,0.950,0.760
61.553,0.940,0.770
61.671,0.940,0.760
61.746,0.950,0.770
61.865,0.930,0.760
61.959,0.920,0.750
62.042,0.930,0.760
62.162,0.940,0.760
62.240,0.940,0.760
62.344,0.940,0.760
62.443,0.940,0.760
62.532,0.940,0.760
62.673,0.940,0.770
62.767,0.940,0.770
62.894,0.930,0.760
62.980,0.930,0.750
63.100,0.940,0.780
63.222,0.940,0.760
63.314,0.940,0.740
63.433,0.930,0.760
63.539,0.930,0.760
63.661,0.930,0.760
63.755,0.940,0.750
63.852,0.930,0.760
63.946,0.940,0.760
64.038,0.940,0.760
64.158,0.930,0.750
64.248,0.930,0.750
64.345,0.920,0.760
64.442,0.940,0.760
64.539,0.940,0.760
64.643,0.930,0.750
64.772,0.940,0.750
64.861,0.930,0.760
64.982,0.930,0.750
65.102,0.940,0.760
65.223,0.930,0.760
65.314,0.920,0.750
65.434,0.930,0.760
65.553,0.930,0.750
65.649,0.940,0.760
65.750,0.920,0.760
65.842,0.940,0.760
65.937,0.920,0.760
66.052,0.940,0.750
66.123,0.930,0.750
66.240,0.940,0.780
66.323,0.920,0.750
66.419,0.930,0.760
66.543,0.920,0.760
66.630,0.920,0.750
66.742,0.930,0.760
66.854,0.930,0.760
66.966,0.930,0.760
67.087,0.920,0.750
67.190,0.930,0.760
67.314,0.930,0.760
67.431,0.930,0.760
67.535,0.920,0.770
67.626,0.920,0.760
67.747,0.930,0.760
67.841,0.920,0.760
67.922,0.930,0.760
68.040,0.930,0.760
68.133,0.920,0.760
68.229,0.920,0.760
68.340,0.930,0.760
68.437,0.930,0.760
68.530,0.930,0.750
68.637,0.940,0.760
68.761,0.920,0.760
68.847,0.930,0.750
68.960,0.920,0.760
69.079,0.920,0.750
69.200,0.930,0.770
69.312,0.930,0.760
69.417,0.930,0.760
69.531,0.930,0.760
69.625,0.920,0.750
69.717,0.930,0.760
69.819,0.930,0.760
69.933,0.930,0.760
70.024,0.920,0.760
70.119,0.930,0.750
70.225,0.920,0.760
70.314,0.930,0.760
70.410,0.930,0.750
70.519,0.920,0.760
70.640,0.920,0.760
70.730,0.920,0.760
70.849,0.920,0.750
70.960,0.920,0.750
71.076,0.920,0.760
71.175,0.920,0.750
71.291,0.930,0.760
71.414,0.920,0.760
71.534,0.930,0.760
71.632,0.910,0.750
71.725,0.920,0.750
71.815,0.930,0.760
71.909,0.940,0.730
72.029,0.910,0.750
72.127,0.920,0.760
72.224,0.920,0.750
72.318,0.930,0.760
72.424,0.930,0.770
72.513,0.920,0.760
72.634,0.920,0.760
72.736,0.930,0.760
72.858,0.910,0.760
72.952,0.920,0.760
73.098,0.920,0.760
73.196,0.930,0.760
73.287,0.920,0.750
73.408,0.920,0.760
73.528,0.920,0.750
73.620,0.910,0.760
73.712,0.920,0.760
73.802,0.920,0.760
73.902,0.930,0.750
74.022,0.930,0.750
74.112,0.920,0.760
74.203,0.920,0.750
74.311,0.920,0.750
74.397,0.910,0.760
74.515,0.930,0.760
74.615,0.930,0.760
74.739,0.920,0.750
74.837,0.930,0.750
74.954,0.920,0.760
75.046,0.920,0.760
75.161,0.920,0.750
75.286,0.910,0.740
75.403,0.920,0.760
75.493,0.930,0.760
75.613,0.930,0.760
75.708,0.920,0.750
75.802,0.920,0.750
75.893,0.930,0.760
75.998,0.920,0.760
76.089,0.920,0.760
76.208,0.910,0.750
76.307,0.910,0.740
76.429,0.910,0.760
76.497,0.920,0.750
76.617,0.920,0.750
76.709,0.910,0.760
76.829,0.920,0.750
76.952,0.920,0.750
77.040,0.930,0.760
77.173,0.920,0.760
77.264,0.920,0.750
77.382,0.920,0.760
77.500,0.930,0.760
77.617,0.920,0.760
77.711,0.920,0.750
77.808,0.920,0.770
77.902,0.910,0.750
77.994,0.910,0.740
78.093,0.910,0.750
78.189,0.910,0.750
78.279,0.920,0.750
78.405,0.920,0.760
78.495,0.920,0.760
78.594,0.920,0.760
78.714,0.910,0.750
78.827,0.910,0.750
78.952,0.910,0.750
79.050,0.910,0.750
79.168,0.920,0.760
79.258,0.920,0.760
79.389,0.930,0.760
79.506,0.920,0.760
79.602,0.910,0.750
79.683,0.920,0.750
79.802,0.920,0.750
79.898,0.940,0.760
79.995,0.920,0.760
80.094,0.910,0.750
80.194,0.910,0.750
80.279,0.930,0.750
